rank,score,sector,business_name,city,location_detail,address,email,phone,website,instagram,type_style,size,fit_flag,notes,pipeline_stage,next_action,source_file
230,6,Ristorante,ROOF - Hôtel Madame Rêve,Paris,75001,48 Rue du Louvre,contact@madamereve.com,+33 1 80 40 77 70,madamereve.com,@madamereve_paris,Cocktail bar / Rooftop,Boutique hotel,✅ Sì,Rooftop élégant vista Paris,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris.xlsx
231,6,Ristorante,Kinugawa,Paris,75001,9 Rue du Mont Thabor,contact@kinugawa.fr,+33 1 42 60 65 07,kinu-gawa.com,@kinugawa_paris,Giapponese raffinato,Piccola catena,✅ Sì,"Giapponese premium, clientela moda",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris.xlsx
232,6,Ristorante,Le Grand Bain,Paris,75020,14 Rue Dénoyez,contact@legrandbainparis.com,+33 9 83 02 72 02,legrandbainparis.com,@legrandbain,Wine bar / Bistrot,Indipendente,✅ Sì,"Rue Dénoyez street art, natural wine, molto cool",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris.xlsx
233,6,Ristorante,Bus Toqué,Paris,75008,Départ Rond-Point Champs-Élysées,contact@bustoque.fr,+33 6 21 40 20 41,bustoque.fr,@bustoque,Concept / Bus gourmet,Indipendente,✅ Sì,Restaurant sur un bus - unique et hyper Instagrammable,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris.xlsx
234,6,Ristorante,Café de l'Homme,Paris,75116,17 Place du Trocadéro,reservation@cafedelhomme.com,+33 1 44 05 30 15,cafedelhomme.com,@cafedelhomme,Francese / Brasserie,Indipendente,✅ Sì,"Vista Tour Eiffel, terrasse iconique",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris.xlsx
235,6,Ristorante,Wild & The Moon,Paris,75003,55 Rue Charlot (+ altre sedi),contact@wildandthemoon.com,+33 1 86 95 40 44,wildandthemoon.com,@wildandthemoon,Vegan / Healthy / Café,Piccola catena,✅ Sì,"Estetica minimal chic, molto IG-friendly",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris.xlsx
236,6,Ristorante,Le Poulbot,Paris,75018,Rue Lamarck (Montmartre),lepoulbot.reservations@gmail.com,+33 1 42 23 32 07,lepoulbot.com,@lepoulbot,Francese classico,Indipendente,✅ Sì,"Montmartre, clientela turistica e locale",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris.xlsx
237,6,Ristorante,Le Moulin de la Galette,Paris,75018,83 Rue Lepic (Montmartre),contact@lemoulindelagalette.com,+33 1 46 06 84 77,lemoulindelagalette.fr,@moulindelagalette,Francese classico / Brasserie,Indipendente,✅ Sì,"Icona di Montmartre, très photogénique",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris.xlsx
238,6,Ristorante,Santa Lyna,Paris,75003,96 Boulevard de Sébastopol,contact@santalyna.fr,+33 9 71 07 94 38,santalyna.fr,@santalyna.fr,Brunch californiano,Indipendente,✅ Sì,"Brunch instagrammabile, décor curato",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris.xlsx
239,6,Ristorante,Bon Bouquet Café,Paris,75009,30 Rue Le Peletier,contact@bonbouquetcafe.fr,+33 9 71 07 94 35,bonbouquetcafe.fr,@bonbouquet.fr,Brunch / Matcha bar,Indipendente,✅ Sì,"Décor tropical, brunch colorato",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris.xlsx
240,6,Ristorante,Kafkaf,Paris,75011,7 Rue Keller,contact@kafkaf.fr,+33 9 71 07 94 36,kafkaf.fr,@kafkaf.fr,Brunch Marrakech / Café,Indipendente,✅ Sì,"Ispirato Marrakech, colori vivaci, Instagram cult",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris.xlsx
241,6,Ristorante,Septime,New,,"80 rue de Charonne, 75011 Paris",reservation@septime-charonne.fr,+33 1 43 67 38 29,septime-charonne.fr,@septime_paris,Bistronomie / Farm-to-table,Indipendente,✅ Sì,"Uno dei bistrot più acclamati di Parigi, presentazioni minimaliste molto fotografate",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
242,6,Ristorante,Clown Bar,New,,"114 rue Amelot, 75011 Paris",clownbar.paris@gmail.com,+33 1 43 55 87 35,,@clownbarofficial,Natural Wine / Bistro / Art,Indipendente,✅ Sì,"Ex-bar del circo con affreschi Art Nouveau, uno dei più instagrammabili di Parigi",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
243,6,Ristorante,Le Mary Celeste,New,,"1 rue Commines, 75003 Paris",contact@lemaryceleste.com,+33 1 42 77 23 32,lemaryceleste.com,@lemaryceleste,Oyster Bar / Cocktails,Indipendente,✅ Sì,"Ostricheria-cocktail bar nel Marais, ostriche e drinks fotogenici",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
244,6,Ristorante,Frenchie,New,,"5 rue du Nil, 75002 Paris",contact@frenchie-restaurant.com,+33 1 40 39 96 19,frenchie-restaurant.com,@frenchierestaurant,Bistronomie Moderne,Indipendente,✅ Sì,"Bistrot gastronomique iconico del 2e, sala piccola e molto prenotata",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
245,6,Ristorante,Café Kitsuné,New,,"51 galerie de Montpensier, 75001 Paris",contact@cafekitsune.com,+33 1 42 60 97 53,cafekitsune.com,@cafekitsune,Specialty Coffee / Japonais,Piccola catena,✅ Sì,"Caffè fashion-forward nei giardini del Palais-Royal, colazioni iconiche",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
246,6,Ristorante,Broken Arm,New,,"12 rue Perrée, 75003 Paris",contact@the-broken-arm.com,+33 1 44 61 53 60,the-broken-arm.com,@thebrokenarm,Café / Concept Store / Design,Indipendente,✅ Sì,"Caffè nel concept store design del Marais, interni minimal très fotografati",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
247,6,Ristorante,Ten Belles,New,,"10 rue de la Grange aux Belles, 75010 Paris",hello@tenbelles.com,+33 1 42 40 90 78,tenbelles.com,@tenbelles,Specialty Coffee / Brunch,Piccola catena,✅ Sì,"Specialty coffee sul Canal Saint-Martin, brunch e latte art fotogenici",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
248,6,Ristorante,Le Servan,New,,"32 rue Saint-Maur, 75011 Paris",leservan@gmail.com,+33 1 55 28 51 82,leservan.com,@leservan_paris,Bistronomie Franco-Asiatique,Indipendente,✅ Sì,"Bistrot franco-asiatico dell'11e, piatti fusion creativi fotografabili",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
249,6,Ristorante,Yard Wine Bar,New,,"6 rue de Mont-Louis, 75011 Paris",yard.paris@gmail.com,+33 1 40 09 70 30,,@yardwinebar,Natural Wine Bar / Courtyard,Indipendente,✅ Sì,"Wine bar con courtyard interieur, vini naturali e atmosfera cave fotogenica",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
250,6,Ristorante,Le Grand Bain,New,,"14 rue Denoyez, 75020 Paris",contact@legrandbain.fr,+33 1 58 30 88 07,legrandbain.fr,@legrandbain,Natural Wine / Bistronomie,Indipendente,✅ Sì,"Bistrot e wine bar nel cuore di Belleville, street art e atmosfera fotografabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
251,6,Ristorante,Café Oberkampf,New,,"3 rue Neuve Popincourt, 75011 Paris",cafeoberkampf@gmail.com,+33 1 43 57 75 47,,@cafeoberkampf,Café / Brunch / Bar,Indipendente,✅ Sì,"Caffè e brunch all'Oberkampf, atmosfera hipster e terrasse fotografabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
252,6,Ristorante,Buvette Gastrothèque,New,,"28 rue Henry Monnier, 75009 Paris",contact@ilovebuvette.com,+33 1 44 63 41 71,ilovebuvette.com,@ilovebuvette,French / Wine / Cosy,Indipendente,✅ Sì,"Gastrothèque dal decor vintage nel SoPi, ardoise e bottiglie fotogenici",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
253,6,Ristorante,Holybelly 5,New,,"5 rue Lucien Sampaix, 75010 Paris",contact@holybelly.fr,+33 1 82 28 00 80,holybelly.fr,@holybelly5,Brunch / Coffee / Australian,Indipendente,✅ Sì,"Brunch australiano sul Canal Saint-Martin, pancakes e flat white iconici",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
254,6,Ristorante,Balagan,New,,"9 rue d'Alger, 75001 Paris",contact@balagan-paris.com,+33 1 40 20 72 14,balagan-paris.com,@balaganparis,Israeli / Middle Eastern,Indipendente,✅ Sì,"Cucina israeliana gourmet nel 1er, mezzé colorati e hummus fotografabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
255,6,Ristorante,Perché,New,,"7 rue de la Forge Royale, 75011 Paris",perche.paris@gmail.com,+33 1 43 70 26 27,,@perche_paris,Café / Brunch / Terrasse,Indipendente,✅ Sì,"Caffè con terrasse segreta nell'11e, piatti colorati e giardino segreto",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
256,6,Ristorante,Le Petit Keller,New,,"13 rue Keller, 75011 Paris",lepetikkeller@gmail.com,+33 1 47 00 12 97,,@lepetikeller,Bistro / Natural Wine,Indipendente,✅ Sì,"Piccolo bistrot a vini naturali a Bastille, atmosfera intima e fotografabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
257,6,Ristorante,Fulgurances L'Adresse,New,,"10 rue Alexandre Dumas, 75011 Paris",contact@fulgurances.com,+33 1 71 19 37 37,fulgurances.com,@fulgurances,Pop-up / Chef en Résidence,Indipendente,✅ Sì,"Ristorante pop-up con chef en résidence, piatti innovativi molto fotografati",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
258,6,Ristorante,Mokonuts,New,,"5 rue Saint-Bernard, 75011 Paris",contact@mokonuts.com,+33 1 82 28 00 63,mokonuts.com,@mokonuts,Café / Pâtisserie / Levantine,Indipendente,✅ Sì,"Caffè pasticceria con influenze levantine, cookies e piatti del giorno fotogenici",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
259,6,Ristorante,Café Verlet,New,,"256 rue Saint-Honoré, 75001 Paris",contact@cafeverlet.com,+33 1 42 60 67 39,cafeverlet.com,@cafeverlet,Torréfaction / Café Historique,Indipendente,✅ Sì,"Torréfacteur storico dal 1880 vicino al Louvre, sacchi di caffè fotogenici",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
260,6,Ristorante,Au Passage,New,,"1bis passage Saint-Sébastien, 75011 Paris",aupassage.paris@gmail.com,+33 1 43 55 07 52,,@aupassage_paris,Natural Wine / Small Plates,Indipendente,✅ Sì,"Wine bar e piccoli piatti in passaggio nel Marais, molto instagrammabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
261,6,Ristorante,Épicerie Verte,New,,"48 rue de Cîteaux, 75012 Paris",epicerieverte@gmail.com,+33 1 43 40 73 21,,@epicerieverte,Épicerie Bio / Café,Indipendente,✅ Sì,"Épicerie bio e caffè nell'12e, colori naturali e atmosfera organic fotogenica",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
262,6,Ristorante,Le Syndicat,New,,"51 rue du Faubourg Saint-Denis, 75010 Paris",contact@syndicatcocktailclub.com,+33 1 45 23 24 44,syndicatcocktailclub.com,@syndicat_fsd,Cocktail Bar / French Spirits,Indipendente,✅ Sì,Cocktail bar con soli spirits francesi nel Faubourg Saint-Denis,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
263,6,Ristorante,Café Panache,New,,"1 rue Trousseau, 75011 Paris",cafepanache.paris@gmail.com,+33 1 48 07 14 25,,@cafepanache_paris,Café / Brunch Cosy,Indipendente,✅ Sì,"Caffè e brunch all'angolo del Marais-Bastille, interni caldi fotografabili",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
264,6,Ristorante,Liberté Patisserie Boulangerie,New,,"39 rue des Vinaigriers, 75010 Paris",liberte@liberteparis.fr,+33 1 42 05 51 76,liberteparis.fr,@liberte_paris,Boulangerie / Pâtisserie Tendance,Indipendente,✅ Sì,"Boulangerie di design nel 10e, viennoiseries colorate e molto instagrammabili",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
265,6,Ristorante,Hoca,New,,"9 rue de l'Abreuvoir, 75018 Paris",hoca.paris@gmail.com,+33 1 46 06 65 87,,@hoca_paris,Café / Brunch / Montmartre,Indipendente,✅ Sì,"Caffè e brunch nell'una delle strade più belle di Montmartre, vista iconique",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
266,6,Ristorante,Maison Plisson,New,,"93 blvd Beaumarchais, 75003 Paris",contact@lamaisonplisson.com,+33 1 71 18 19 09,lamaisonplisson.com,@maisonplisson,Épicerie Fine / Café / Traiteur,Indipendente,✅ Sì,"Épicerie di design al Marais, prodotti gourmet e café fotogenico",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
267,6,Ristorante,Café Chilango,New,,"35 rue de Lappe, 75011 Paris",cafechilango@gmail.com,+33 1 48 07 02 38,,@cafechilango_paris,Mexican / Street Food / Brunch,Indipendente,✅ Sì,"Cucina messicana e brunch coloratissimo a Bastille, tacos fotogenici",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
268,6,Ristorante,Bones Restaurant,New,,"43 rue Godefroy Cavaignac, 75011 Paris",contact@bonesrestaurant.fr,+33 1 43 70 95 38,bonesrestaurant.fr,@bonesrestaurant,Bistronomie / Cave,Indipendente,✅ Sì,Bistrot moderno nell'11e con ampia selezione di vini naturali fotogenici,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
269,6,Ristorante,Brasserie Dubillot,New,,"18 rue Bachaumont, 75002 Paris",brasseriedubillot@gmail.com,+33 1 40 26 02 00,,@brasseriedubillot,Brasserie Parisian / Retro,Indipendente,✅ Sì,"Brasserie con décor retro anni '80 nel Sentier, zinc bar molto fotografato",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
270,6,Ristorante,Le Barbouquin,New,,"1 rue Théophile Roussel, 75011 Paris",lebarbouquin@gmail.com,+33 1 43 71 42 62,,@lebarbouquin,Café / Librairie / Brunch,Indipendente,✅ Sì,"Caffè-libreria nel 11e vicino al mercato d'Aligre, atmosfera culturale fotogenica",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
271,6,Ristorante,Jah Jah by Le Tricycle,New,,"11 rue des Petites Écuries, 75010 Paris",contact@jahjahparis.com,+33 1 47 70 03 51,jahjahparis.com,@jahjah_paris,Vegan / Afro-Caribbean,Indipendente,✅ Sì,"Cucina vegana afro-caraibica nel 10e, colori vivaci e piatti fotografabili",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
272,6,Ristorante,Le Rigmarole,New,,"10 rue du Grand Prieuré, 75011 Paris",contact@lerigmarole.com,+33 1 71 24 58 72,lerigmarole.com,@lerigmarole,Japanese / Italian Fusion,Indipendente,✅ Sì,"Cucina italo-giapponese sperimentale nell'11e, pasta fatta a mano fotogenica",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
273,6,Ristorante,Septime La Cave,New,,"3 rue Basfroi, 75011 Paris",lacave@septime-charonne.fr,+33 1 43 67 14 87,septime-charonne.fr,@septimecave,Natural Wine Bar / Small Plates,Indipendente,✅ Sì,"Cave à vins naturels del gruppo Septime, muri di pietra e bottiglie fotogenici",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
274,6,Ristorante,Les Arlots,New,,"136 rue du Faubourg-Poissonnière, 75010 Paris",contact@lesarlots.com,+33 1 42 82 92 01,lesarlots.com,@lesarlots_paris,Bistronomie / Charcuterie,Indipendente,✅ Sì,"Bistrot naturel nel 10e, charcuterie maison e cave à manger fotogenica",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
275,6,Ristorante,Café Martha,New,,"93 blvd du Temple, 75003 Paris",cafemartha.paris@gmail.com,+33 1 43 38 16 27,,@cafemartha_paris,Café / Brunch / Trendy,Indipendente,✅ Sì,"Caffè trendy al confine Marais-Republique, brunches colorati e molto fotografati",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
276,6,Ristorante,Virtus,New,,"29 rue de Cotte, 75012 Paris",contact@virtus-paris.com,+33 1 40 09 70 63,virtus-paris.com,@virtus_paris,French / Japanese Gastronomique,Indipendente,✅ Sì,"Bistronomie franco-giapponese in rue de Cotte, presentazioni artistiche fotogeniche",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
277,6,Ristorante,Le Barav,New,,"6 rue Charles-François Dupuis, 75003 Paris",lebarav.paris@gmail.com,+33 1 48 04 57 59,,@lebarav_paris,Wine Bar / Israeli,Indipendente,✅ Sì,"Wine bar israeliano nel Marais, mezzé colorati e selezione di vins natures",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
278,6,Ristorante,Café du Coin,New,,"9 rue Camille Desmoulins, 75011 Paris",cafecoin.paris@gmail.com,+33 1 43 67 30 30,,@cafedcoin_paris,Café / Bistronomie / Natural Wine,Indipendente,✅ Sì,Caffè e bistrot di quartiere nell'11e con vini naturali selezionati,Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
279,6,Ristorante,Pink Mamma Parigi,New,,"20bis rue de Douai, 75009 Paris",pigalle@bigmammagroup.com,+33 1 83 74 99 11,bigmammagroup.com,@pinkmamma_paris,Italian / Multi-Etage / Pink,Piccola catena,✅ Sì,"Ristorante italiano Big Mamma su 5 piani, décor floreale rosa super instagrammabile",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
280,6,Ristorante,Yard,New,,"6 rue de Mont-Louis, 75011 Paris",yard.winebar@gmail.com,+33 1 40 09 70 30,,@yard_winebar,Natural Wine / Bar / Courtyard,Indipendente,✅ Sì,"Wine bar con cortile interiore e atmosfera cave, très fotogenico",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
281,6,Ristorante,Deux Fois Plus de Piment,New,,"33 blvd de Belleville, 75011 Paris",2foispluspiment@gmail.com,+33 1 43 55 15 21,,@deuxfoisplusdepiment,Chinese / Sichuan Street Food,Indipendente,✅ Sì,"Cucina sichuanese di Belleville, hotpot fumante e colori rosso fotogenici",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
282,6,Ristorante,Brutos,New,,"32 rue des Orteaux, 75020 Paris",contact@brutos.fr,+33 1 43 73 54 28,brutos.fr,@brutos_paris,Modern Brazilian / Grill,Indipendente,✅ Sì,"Cucina brasiliana moderna nel 20e, grill fumante e ingredienti colorati",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
283,6,Ristorante,Café Compagnon,New,,"22 rue Croix des Petits Champs, 75001 Paris",cafecompagnon.paris@gmail.com,+33 1 40 26 36 39,,@cafecompagnon_paris,Café / Brunch / Boulangerie,Indipendente,✅ Sì,"Caffè e boulangerie nel 1er con pane artigianale, colazioni fotografabili",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
284,6,Ristorante,Les Enfants du Marché,New,,"39 rue de Bretagne, 75003 Paris",contact@lesenfantsdumarche.com,+33 1 42 77 86 53,lesenfantsdumarche.com,@lesenfantsdumarche,Marché Couvert / Wine / Tapas,Indipendente,✅ Sì,"Bar à vins nel mercato coperto delle Enfants Rouges, banchi fotogenici",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
285,6,Ristorante,Flore en l'Île,New,,"42 quai d'Orléans, 75004 Paris",floreenlile@gmail.com,+33 1 43 29 88 27,,@floreenlile,Café / Vue Notre-Dame / Sorbet,Indipendente,✅ Sì,"Caffè con terrasse e vista Notre-Dame sull'Île Saint-Louis, panorama iconico",Da contattare,"Invio email 1 (variante A/B, vedi sales/MESSAGE_TEMPLATES.md)",SocialPerks_Restaurants_Paris_New.xlsx
